,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.17,김옥지와루이,😭 죽을 것 같아,0,36,0,0,
1,06.17,린생은 주식이다,히말라야도 올라가면 내리막길이 있고태양도 영원히 불타지 않듯이모든것은 오르면 내려오는것이이것이 린생인가...,"내려 오면 언젠간 또 오른다 2020년 3월을 기억 하시라 ㅋㅋ
그전에 내가 뒤져서 ㅋㅋㅋ
",153,0,2,
2,06.17,레알 찐으로 오늘 아사다마오냐?,히이이잌,"무승소리딩
마오 -5
아~
마오 킹받네
",258,0,4,
3,06.17,앜ㅋㅋㅋ주식진짜,ㅈ됐네 ㅋㅋㅋㅋㅋㅋ 아 십알...,"머리 뜨거워지는중
ㅠㅠ
하필 국장 정리하고 미장에 더 투자하니까 ㅠㅠ
",341,2,3,
4,06.17,야 메타버스 온대매,유니티 1000달러 간다고 했던 거 아니냐??,"이제 니 영혼이 메타버스로 가면돼..!
메타버스에서는 천달러더라
퍼킹 유니티, 내 투자금 20% 날라감 ㅋㅋ
오긴 오는데 언제올지 모름
닷컴버블 시절에 속고 또 속니! ㅋㅋ 이런건 실제 신기술, 플랫폼으로 돈 버는 회사 나오기 전까지 사는거 아님 ㅋㅋ
",305,1,5,
5,06.17,연말..,예상해보자..,"나스닥8000
",174,1,1,
6,06.17,4달치 월급 삭제,1배수만 타는데 이게 말이 되나 ㅋㅋㅋㄱ머리 뜨겁네,"뭘샀길래
qqq voo
시드가 큰가부다.  형 어차피 미장은 죽으면 전세계가 죽는거야
600날림?
발상바꿔 숏잡아
그러고 싶은데 다 물타서 현금이없음 ㅋㅋㅋ
ㅠㅠ 힘내
바이낸스로 보내서 배수조금만늘려서  롱현물 담보로 숏일부만 잡아서 햇징이라도 해봐..
",467,0,8,
7,06.17,우리 트황상이 재선 했으면,이미 모스크바에 미군 주둔 했다바이든 아갈 퐈이타 시키,"도람뿌는 러샤랑 친해서 이럴일 자체가 없다 이거야
지각으로 푸틴을 이긴 유일한 자
솔직히 럼프형이 햇으면 러시아가 저렇게 못햇을듯 ㅋㅋ
ㅂㅅ같이 마스크 안하고 이상한 약먹고 그래가지거 ㅠ 트엄프형
?
람뿌형은 푸틴옹 저리가라 하는 레벨이라 러시아도 잠잠 했을듯

우문현답 씹 ㅋㅋ
",231,0,8,
8,06.17,반도체 더 쎄게빠지는 원인같음,https://asia.nikkei.com/Spotlight/Supply-Chain/Samsung-temporarily-reduces-procurement-amid-inventory-pressure올해 원화채굴도 조졌다,"영어몰라..
재고부담 증가로 단기간 생산량 감소
역시 삼성붙으면 다 멋지네
역시 엘리트 집단
헐.. 맞겠네
인플레이션. 재고자산 증가. 출하량감소- 마법의 선반영
공급사에 오더줄인다는건데? 우리회사주가 말하는거아냐.
웅 기사에 유럽시장 얘기 있던거 말하는거. 삼성주가는 왜? 지금 다 빠지고 있는데
우리는 수요둔화로 경영계획수정중이래 ㅠ 내 PS ㅠㅠ
우리 벌써 겨울 들어가는거야? ㅋㅋ
영어라 바로 뒤로가기눌렀다..
",722,3,14,
9,06.17,바ㅇㅇ이랑 푸ㅇ은,누가 암살안하냐 ㄹㅇ,"젤ㅇㅇㅇ 암살하는데 가장 빠를듯
재규형 복제해서 선물해주면 안되려나
데스노트가 필요함..
원래 대가리 보내는데에는 재규가 직빵임 ㅜ
그들이 나스닥을 타살한 듯
이거 ㄹㅇ 경찰부르자
푸틴 박통 꼴 날듯
나는 진짜 화가나
니가하면 될듯?
",220,1,9,
10,06.17,"bulz 평단 28, soxl 평단 59 숨이 안쉬어짐",후하후하숨이 안쉬어집니다…치치치치ㅣㅌ,"동지 하이
방가
곧 액면병합해서 평단 맞춰질겁니다..
조용히 하세요…
형 힘내..
거짓말 치지마라
티큐까지 탔으면 삼위일첸데 ㅋㅋ
ㅠㅠㅠ
",439,1,8,
11,06.17,만스닥,그토록 기다리던 만스닥아냐?좀씩사자,"이미 다 물렸어..
만스큐 가니까 스큐나 타
난 못먹어도 롱충인데
",273,1,3,
12,06.17,바이든 정의로운 모습만 보여주느라 정치 진짜 못하는거 같아,사우디하고 관계도 안 좋게 만들고러시아하고 완전한 대립관계를 만들어 누가 물러나야 끝나도록 만들고지금은 정유사 욕하느라 난리네,"그나이에 굵직한 주목 못받고 늘그막에 번호표받아서 대통령 됐으면 말다했지
최대 업적이 방탄 백악관 초대한거란 이야기도 ㅋㅋ
결과론적으로는 그렇게 보일지도 몰라도 저렇게 할수밖에 없었어 누가 의도한것처럼 외통수에 몰려서 그렇지
이렇게까지 적을 만드나 싶긴 해 임기내내 외교적으로 한게 뭐지
정치 + 감성
그렇다고 이란이랑 핵타결했냐 그것도 아님 ㅋ
우리도 그랬지?!
싯ㅍ..트럼프 또라이가 보고싶다니 미쳤나 나새끼..
바재앙이랑 문프랑 매우 비슷...
하는 짓이 문모씨랑 유사
",478,7,12,
13,06.17,어디서 운석 하나 안떨어지냐??,숨쉬는게 고통스럽다.,"크램린궁에 메테오 하나 추가 부탁...
운석열?
회사 가서 가스관 터트려
지구 멸망했으면 좋겠다. 다른 우주에서 태어 나고 싶어
왜구래
순금으로 된 운석 떨어졌으면
",194,0,6,
14,06.17,떡락하더니 약보합 뭐야,다 말아올렸네,0,601,0,10,
15,06.17, 카카오 평단 8만원인데 이건 언제쯤 익절가능할거같아??,하ㅠ저점이다 생각하고 샀는데 물려버렸네;언제쯤 올라갈까..,0,557,0,10,
16,06.17,테슬라는 에너지 사업도 매력적임,"내가 너무 테슬람이긴 한데, 자동차에 가려져서 ess사업이 넘 주목을 못받는다고 생각함.전기차는 필연적으로 친환경 발전이랑 ess랑 같이 갈수밖에 없음. 그렇지 않으면 전기차 자체가 친환경이 아니니깐.https://maily.so/electricshock/posts/0bb83648","우리 회사도 못하는 걸 테슬라가 다 하고 있는게 넘 대단해보여
맞다 테슬라가 앞서가는건 맞지
테술아 몇주잇어
그건 비밀
",487,2,4,
