,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.23,솔직히 1천내외로 잃은사람들은 평범하지않아?,울과 정원이 62명인데5천이상 잃은사람이 5명이 넘음...,"금액보다는  비율이 중요하지
",430,0,1,
1,06.23,중국 주식 아직 늦지 않았음,"물론 주식에 100%는 없지만...올해는 한국 미국 일본 주식 보단 낫다블라인드에 올라온 글 보셨어요? ""중국 주식을 사야 되는 이유 (주식·투자)""https://kr.teamblind.com/s/SmUcdHaS","돈이 있어야 산단말이요.......
어이쿠 ㅠㅠ
나도 포션이 크진 않지만 그나마 있어서 위안 삼는 중. 타차전 저점대비 50%나 올랐는데..
현재 세계에서 가장 안전자산인 중국에 진작 몰빵했음
투자할때 보통어떻게해? 환전후투자?국내운용사꺼로투자? 
",190,0,5,
2,06.23,진짜 슬슬 다와가는 느낌..,"반대매매도 많이나오고 있고, 주변에 힘들어 하시는 분들도 많고(물론 나포함), 던지시는 분도 있고 슬슬 바닥에 다와가는거 같아 쫌만 힘내자 다들..!다만 아직 악재해소 된건 하나도 없기에 V자반등은 기대하기 힘들거같네요 ㅠ(그냥 개인적인 느낌입니다)","이대로 박스피간다
L자로 가다가 물가잡히든, 전쟁종식이든 호재뜨면서 반등하지 않을까 하는 희망회로 돌려봅니다
다음달에 또 금리 자이언트 스텝으로 올릴건데?
선반영을 믿어보자구
5년간 기대하지마십쇼
",582,1,5,
3,06.23,최고민수야 고맙다,내 3달 월급을 날리게 해줘서 고마워,"고수네
월급 많이받네..
많이받네 월급
와 월급 실수령 400이야?
난 엄마한테 등짝 한대 맞아야 겠다. 가만있는 돈을 태우다니..
고소득자횽
",655,2,6,
4,06.23,항복,주식 내가 졌다😁,0,115,0,0,
5,06.23,반대매매 터지나,신용잔고 줄어드는걸 호재로 생각해보자,"내 잔고도 같이 줄어드는데?
지금도 많이 줄었는데얼마나 줄여야 하누 
",254,0,2,
6,06.23,욜로뿌리치고 열심히 결혼자금 준비하던 우리 개미들,결혼자금 증발…. ㅠㅠ출산율 잘가….,"ㅋㅋㅋㅋ 출산율에 악영향은 분명함.자산시장으로 내몰고 폭락시키기. 
나라소멸에 한층더가깝
나도 이사 못가서 애 못낳게 생김..
돈 많이 벌었어도 결혼은 안 했을 걸
이럴바엔 성과급 주식에 안넣고 백이나 하나 더살걸
나중에 - 없어진. +4900되길..
감사합니다.. 복받으세여..
큰손이시네
기다리면 오르잖아
",457,5,11,
7,06.23,얼렁 털고 나가자,얼렁 신용 빚투 다 나가고 리셋하고 다시 시작하자.,0,53,0,0,
8,06.23,주식초보인데요~~,안녕하세요 고수님들~~주식초보인데요~~삼성전자 6만원?,"빨리 신용대출 받아서 들어가세요
신용받아서 tqqq들어갈때이에요
아 그래요~? 근데 님 고수 맞죠?
",270,1,3,
9,06.23,오늘 하루만에 -8% 쳐맞았네 ,하아 힘들다이번달 아직 손실구간 아니지만 힘드네,"무슨 종목이고?
코스닥
고수네
이번달 아직 500플러스다
주포형님이 그새 4% 올려주셔서 손실 만회됐다 ㅋㅋ
2%까지 손실 만회 ㅋㅋ
양전했다 막판에 ㅋㅋ
",223,1,7,
