,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.24,요새 테슬라 이야기가 잘 없네,주가가 안오르니 테슬람들 힘이 빠져서 다 숨어있네오늘은 나올수 있기를,"태슬라 사기 기업인데 아직도 투자하는 사람 있네
너무 비싸
나대는 테슬람들 폭락장에 많은 사람들이 손절 친 듯?
보쉬형 찐 테슬람이지?
찐이라고 하긴 뭐하고, 그냥 돈 필요하면 조금씩 팔고 나머진 평생 들고 갈 듯
",453,1,5,
1,06.24,형누나들. 바닥 쳤음.,매수해라.. 4만전자는 없다 형들…,"ㅗㅜㅑ
아씨 월욜에 더 떨어지겠네
앙대..
",497,2,3,
2,06.24,무지성 줍줍 엔비디아 vs 애플 vs 테슬라 vs QQQ,지금 애플만 줍고 있는데 뭔가 노잼이라,"tqqq
spy
",427,0,2,
3,06.24,성지글: 7월말에 삼전 5만원초반간다,미국금리발표하고 바로 떡락한다,"4맘원인데여
정배가지고 무슨 성지글 ㅇㅈㄹ ㅋㅋ
그럴수도 아닐수도
아무거나 성지글이 되진 않더라고 그당시 누구도 상상이 힘든거,이건 나도 생각하므로 실패
",414,1,4,
4,06.24,오늘은 이거 맞죠?,너구리 못참지!큰 욕심없이 15%만 먹고 빠질게여.,"지금 +6.2백인디?
킹구리 ㄷ ㄷ
지금 빼
얜 움직이면 +-15%라 기다려봐야쥬
오일은 왜 또 눈치없이 상승하누
어제 내가 너구리 종가매수함 ㅇㅇ
",584,1,6,
5,06.24,차트볼때 가장 많이보는 지표가뭐야??,시가 고가 저가 종가 거래량데이터만으로 가장 많이사용하는 지표가 머야형들??오직 차티스트 관점에서,"이평선
거래량
인간지표
스토캐스틱
인간지표ㅈ됐다. 한강가까!! : 드갈타이밍소리질러!!! : 뺄타이밍 
Supertrend
이평선 볼린저 거래량 스토케스틱 DMI 외인보유수량 기관보유수량 개인보유수량 ㅡ 일케본다
아 캡쳐매도는 진리..
",182,0,8,
6,06.24,경제서적 추천 좀,본인에게 정말 큰 울림이 있었다추천 좀여,"ㅇㄷ
이거
애들 보기에 좋아?
장난친거야...
조순 경제원론 이창용 이준구 경제원론 
고마워유 형만 장난안치넼ㅋㅋㅋ
장난인것 같은데
ㅋㅋㅋㅋ아 진짜 몰라 검색도 안해봤어...

경각심을 일깨워주는 좋은 경제 만화
레전드
ㅋㅋㅋㅋㅋ재밌네
ㄴ 큰돈 잃은 애는 진짜 업소 엔딩임. 2권에 나옴 ㅋㅋㅋㅋ
주식 재테크 이런거 말고 순수 경제학 관점에서 추천함경제인의 종말, 화폐전쟁3(걸러 읽을부분 좀 있는듯), 스트레스 테스트, 존 메이너드 케인스 
오오 고마워요
피터 드러커 - 경제인의 종말 이건 두번 추천
아 맞넼ㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
어디 딴데가서 추천받아온줄..
행운에 속지마라 구루들의 투자법
",183,0,23,
7,06.24,정신 똑바로 차리자. 7월부터 큰거 온다.(환율주가폭락),"이번 미 연준이 기준금리를 한번에 0.75% 올리는 '자이언트스텝'을 밟으면서 현재 미국 기준금리는 1.75%우리나라도 이를 예상하고 나름 선제적인 대응을 해왔지만, 예상을 벗어난 미국의 대폭인상으로, 한미 기준금리가 1.75%로 똑같아짐문제는 이제 시작단계라는건데,미국은 올해 기준금리 3.5% 목표로, 남은 4번의 fomc 에서도 대폭인상을 예고함 남은 FOMC 일정은 다음과 같음미국 fomc 일정미국 FOMC 남은 일정7월 26~27일9월 20~21일11월 1~2일12월 13~14일한국 금통위 통화정책회의 일정7월 14일8월 25일10월 14일11월 24일각각 4차례씩 남은상황.아마 미국은 9월달에 중간선거가 있기때문에, 7월달도 자이언트스텝을 가지않을까 예상됨 그렇게되면, 7월에 우리나라가 빅스텝(0.5%)을 가더라도 금리가 역전될 수 밖에 없는데....*그럼 우리도 이번에 자이언트 스텝하면 되지않냐요?현실적으로 힘듭니다. 왜냐면 한국경제는 미국만큼 탄탄하지 않고, 급격한 금리인상이 우리 1900조 가계부채를 터뜨릴 대재앙으로 다가올 수 있기때문.따라서 우리나라는 7월달 기준금리를 0.5% 인상할 것으로 예상됨그렇다면 한미 기준금리 역전은 기정사실화라는 건데...금리가 역전되면 과연 무슨일이 생길까요?한미 기준금리 역전되면?우선 환율상승 위험이 있습니다현재 환율은 1292원으로,요몇달동안 1300원 돌파를 두고 줄타기중입니다이렇게 고환율(달러강세, 원화약세) 상황에선 우리나라 자본의 해외유출이 커지게 되는데요외국인 자본유출 -- 강한 매도세 -- 자산시장하락, 수입단가 상승으로인한 물가상승 까지 불러올 수 있습니다당연히 경기도 침체되겠죠?실제로 환율이 1300원을 넘었던 적이 세차례 있었는데,1. 1998년2. 2001~2002년3. 2008~2009년해당시기의 코스피 차트를 보면,모두 강한 매도세가 일어나는 것을 볼수 있음우선 가끔씩 금리가 역전되긴했지만, 큰 격차로 역전되는걸 막으려는 노력이 보이실겁니다다만 여기서 드리고싶은 말씀은해당시기 모두 코스피 주가상승과는 거리가 먼 시기였다는것.금리역전 기간에 금리가 큰쪽으로 자본이 이동하는건 순리이며,금리격차가 커질수록 IMF 때처럼 자본유출이 심해질 수 있으므로, 어느정도 금리 격차관리를 잘해놔야한다요약)다음 7월 금리인상이 핵심이다한미간 금리격차가 커지면 자금유출 속도가 급속도로 빨라져 환율상승 위험이 있음금리역전 시기 한국주식 주가는 고전했음","역시 7월말에 사야되는게 정배입니다.빅테크 cpi fomc 끝내고 좀꼴아박으면바닥이 7월에 나오리라 생각요 
아마도 그렇지 않을까 싶네요~ 여기 있는 사람들은 비아냥 거리는 사람도 많긴 하지만 말이죠..그리고 얼마나 떨어질지가 관건이겠죠~ 
방향성과 시점을 알면 옵션으로 부자 가능합니다. 다들 도전하십셔~
개소리를 길게도 적어뒀네ㅋㅋㅋ 이런글보면 저점이야
개소리라고 하는 근거는요? 3,4분기 보고 얘기해도 늦지 않을 것 같은데요? 
통찰력 있는 글 고마워!천천히 빼야긋네 
천천히 빼면서 우량주 분할매수 추천해봄.성투, 건투! 
형이 말한 근거들은 전부 맞음. 근데 관건은 그거지. 말한 것들이 선반영되었는가? 아닌가? 형이 말한 문제들? 너무 뻔하게 존재하던 리스크였고 조금만 경제공부 한 사람들은 누구나 아는 리스크였음. 예상 금리에 맞는 pbr기준으로 차트를 계산해도 기준치에 도달하기는 했었고. 그리고 유가만 80달러선으로 내려와도 수출 흑자로 돌아설 것이고 금리인상도 결국 gdp성장률이 담보가 되어야 하니 충분히 가능해짐. 무엇보다 코로나 이후 소비심리가 요즘 좀 하락하긴 했지만 나쁘지 않고 개개인들의 현금 보유량도 넉넉함. 이런 상황에서 저점 잡는거 너무 힘듬. 다른거 다 필요없이 외국인 들어오냐 아니냐로 봐야할텐데 아직 외국인 수급이 안나와서 찐반등 확신을 못할 뿐임.
선반영이라는 말자체가 거의 마법의 단어라고 생각해요. 나는 그래서 개인적으로 외인들이 안들어오는 다른 이유가 있다고 추측하고 있음요.그래서 아직 저점은 아니라고 생각하고 잇음요.7월~8중반까지 단기반등은 있을 수 있겠지만 추후 하락장 연속될거라 보거든요. 
연준이 지가 말한대로 움직일까? 애초에 쓰니 글에 적은거처럼 빅스텝 자이언트 스텝 이거 한다고 안했다가 한거야 예측할 수 있는건 아무것도 없음 그저 길게보고 배팅할뿐
맞아요. 이게 예측할 수 없는 가장 큰 리스크라고 보고 있어요. 경제패권을 쥐고 있는 미국이 자국에 이익이 되는 최선의 선택을 할텐데 그 선택에 우리가 어떻게 대응할지는 오롯이 힘없는 사람들의 몫이라는... 현재는 기후재난과 전쟁 리스크를 크게 보고 있어서~ 코스피 2000바닥이나 하단 1850까지 보고 있음요. 찐반등이 오면 좋겠네요...
최선의 선택이 금리인상이 아닐 수 있다는 얘기이고 7월에 큰거 온다는 이런 당장의 예측이 더 위험하다는 것임 지금 손실인 사람들이 대부분인데 더 큰거오니까 팔고 탈출???? 과연 7월 지나면 매수가 가능할까? 금리 그만 올린다하면 매수가 가능할까? 또 그때는 그때의 위기로 불가함
당장 팔고나오는 건 개인의 선택이겠죠, 하락장 예상하고 물타기해서 평단 낮추고 반등 기다리느는 것도 선택일테고요~ 손실보전하느냐 기회노리느냐도 본인선택이겠죠~~시장은 기다려주지 않으니깐요~
형 그럼 좀 지켜보다가 10월쯤 우량주 사모으려는데 이건 괜찮음?? 지금 한 20% 손실중인데 걍 냅두려고
손실 감당할 수 있으면 내려갈 때마다 우량주 물타기 하는걸 추천해요~ 10월은 너무 멀고 7월 중순 이후부터
니가 뭘 안다고 생각해?
네 죄송합니다. 제 생각은 이정도 입니다. 짧으면 짧고 길면 길 수 있겠죠.
여러 의견 중 하나인데 말 툭툭 날카롭게 내뱉고 꼬인분들 많으시네...
정신 못차린 롱충이가 많은것을 어쩌겠습니까..
저점 확인은 아직으로 보는 의견들이 많음.개인적인 생각으론 7월 중순 이후로 8월부터는 우량주 중심의 분할매수가 최적의 선택지로 보임.  
난 이렇게 뉴스에 끌려다니는 형들이 제일 재밌더라
뉴스가 무조건틀리진 않다고 보거든요~ 전 8월쯤부터 보는거구요~ 조금 이른감이있지만 지금부터 시드 확보하고 매집해나가는게 좋다고 봅니다. 개인적인 의견일뿐이죠~ 선택은 알아서... 
코로나때 더 하락할거라는 뉴스 계속 쏟아져나왔는데 반등하고 졸르 상승했던 기억이난다2018년에도 그랬고 
","5,108",32,174,
8,06.24,주린이 입니다 질문좀 할게요,27000원 일때 1000만원 들어간 주식이 있는데 곤두박질 치더니 현재 20000원 간당간당 합니다…마이너스 250 보고 있어요… 시국이 시국인지라 붙들고 있어야 할까요 손절해야 할까요…?,"종목 말해줘야지
케이카 입니당
어렵네....
샀을 때 이유가 뭐였어요?
자사주 이구요 여윳돈 천만원 정도 있어서 뭘로 굴리지 하다가 사보았는데 쭉쭉 떨어지네요
사장님 한테 보고하고 받아오기 ㄱ
환불 해주세요
아.. 공부하고 다시 시작하세요
환불 해주세요
물타
형이 기준잡아두고해 예를들어 -30퍼 되면 무조건 손절한다던지.. 물타서 더 나락갈지 나를지는 아무도 모르지
천만원치 더사세요 위기를 기회로바꿀 기회네요
기업이 휘청거리는거 아니면 들고 있어
",268,0,14,
9,06.24,HK이노엔 우리사주 반대매매,반대매매 금액에 가까운데 회사에서 조치는 없나요?,"없습니다 ㅜ
그럼 반대매매 당할수도 있겠네요?
보증비율 140퍼 아닌가요?
",240,1,3,
