,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.28,매일매일 경제 뉴스 요약해주는데 없나요??,부동산 오픈톡방에 츄우의 경제뉴스라고 부동산과 경제뉴스 신문 스캔떠서 올려주는거 진짜 잘 보고 있었은데 신문사에서 안된다고 해서 그런지 요즘 안올라 오더라구요 ㅠㅠ 이런 비슷한 컨텐츠 어디없나요? 유료컨텐츠도 괜찮습니다!!,"매일경제
뉴스카페 같은곳
난 오늘도 받았는데부동산 오픈톡방 임 
블로그
뉴스스크랩 법적 소송얘기있어서 요새 안나오는즁
",204,3,5,
1,06.28,워렌 버핏식 투자,옥시 샀다는 말에 추격 매수..,"오늘 봐서 너구리 2억 박았다가 빼겠습니다
부자구나 횽
Oxy 100만원 먹고 나옴 ㅎㅎ
그렇게 할꺼면 버크셔 사는게 더 좋지 않아?

다른계좌로 2천 더 채움
ㅇ.ㅇ 버핏이  최고구만
",781,1,7,
2,06.28, 미래에셋증권 서병수 연구위원 아시는 분?,이분 미래에셋 가기전부터 블로그 구독하고 인사이트에 놀랐었는데최근 3프로에 나오심이분 좀 찐인듯!!!,"찐을 찾는게 중요한게 아니고 내가 찐을 말하는 사람이 누구인지 제대로 파악하고 시장을 보는게 중요하지.
",259,0,1,
3,06.28,"삼전형들, 책임감을 가져줘",솔직히 충격이야울 나라 경제를 책임진다는 마음으로 일해줬음 해추장관이 아니고 삼전형들이 울나라 먹여살린다https://news.v.daum.net/v/20220628185146949,"부작용이 클거같은데...
애플도못해
충전이야 되겠지.대신 뒷면에 인덕션 대체 가능한 수준이겟지 
노트7처럼 터지는거아냐?
노트10 충전하면서 블라하는데, 댓글 보니.. 안심해도 되지 ? ㅎㅎ
ㅋㅋ 저게 말이됨?
중국은 뭐든 가능
나만 중국 기술력 무섭구나...저게 폰엔 안되도 전기차에 적용 될 수도 있는 거고 ㄷㄷㄷ
폭탄이냐
회로 타는거 아니냐?
과충전 ㅈㄴ위험해보인다
",635,0,16,
4,06.28,석유 값 오르는데?,인플레 피크아웃?,"지금말고 하반기에
",199,0,1,
5,06.28,해외주식 양도세 질문.,"환율이 계속 변하는데, 이익기준 환율을 어떻게 정하는지 궁금해올해 솔직히 내야하는돈이 너무 많아","이거 저도 궁금합니다 🥹
매수 시점 환율 대비 매도 시점 환율로환차손익까지 계산해서 총 손익에 대해세금을 물리는거로 앎지금 환율은 오르고 주가는 떨어져서 이럴때 한번 평단 조정하는 것도 좋음 
명쾌한답 고마워! 달러 보유 관점에서 접근하면 이익 실현은 환율 떨어지고 하는게 좋은거네
매수 환율 2000원 주식 5달러, 매도 환율 1000원 주식 10달러 - 양도소득세 0원
",92,0,4,
6,06.28,내일 3금융까지 풀로 땡기러간다.,"http://naver.me/xEMmNcAF성공하면 졸업, 실패하면 개인회생때리고 빚없이 처음부터시작로우리스크 하이리턴 개꿀","ㅎㅎㅎㅎㅎ 이거 뭐 투자 안하는 사람만 바보아니야ㅠㅠㅠㅠ?
맞아 바보안되기위해 풀대출영끌가려고
박수값 달다 달아~
무슨?
투자 손실금은 변제액에 넣지 않는다는게 뭔소리여.. 빚투해서 까먹은 빚은 안갚아도 된다고?
웅 ㅋㅋㅋㅋ 오똔데~ 3금융풀대출 한배타보쉴? 
풀로 땡기고 가즈아
기자말 믿고 해봐 참고로 개인 회생하면 기본생활비 빼고 10년동안 다 뺏어감
이미 개인회생갔다는거는 근로소득말고는 없다는거야 그건 무슨말인지 아는거지??
뭔소린지 모르겠는데..개인회생 신청한사람 수입원 말하는건가? 
그럼 지금 저 기사내용에 투자손실금은 변제액에서 제외해준다는 내용은 아무런 의미도없는 글이라는거임?
파산신청도 아니고 개인회생에서 저거 빼주면 완전 개꿀 아니야~?개인회생은 추가대출 안 되고 신카 못 쓰는거 말고 머 더 있나?재산 처분도 안 되고 그대로 유지 되는데…심지어 부동산 차 다 그대로 유지 가능 하던데..진짜 세금으로 먼 짓 거리를 하는건지 ㅠㅠ 
와 재산처분도안하는거라고?진짜 미쳤네 ㅋㅋㅋ 
풀로 땡겨서 졸업하던가아니면 (집, 차 유지 상태) 최저 생계비로 10년 버티고 평범한 삶을 살던가..(월 100정도 빼고 다 빼간다~)이럼 모랄해저드 올만 한 거 아니야?진짜 정책 욕나온다 
이게 뭔 개GR이고.. ㅉㅉ
개인회생을 아무나 해주는 줄 아나...포스코면 변재능력 인정돼서 절대 개인회생 안 해줌 
그치 ㅋㅋ 그리고 대출도 소득낮은데 억빌려줄리도없고 개단순하다
재산 빼돌리고 풀대출 가즈아
",868,5,25,
7,06.28,달러 좀 전에 피뢰침 뭐꼬?,뭐지 이 전조는?,"버그
비정상 거래는 아닌듯?
ㅈ됨?
ㅇㄷ
",716,0,4,
8,06.28,금통위 금리 인상 예상,7/13일 금통위에서 금리 인상 수준은?,"0.75는 무슨생각이지.... ㄷㄷㄷ 영끌족 죽일셈인가
.5 갈듯
아니 이와중에 동결 2명은 누구지.. 여기서 올리지 않으면 다 뒤지는건대
강력한 비둘기인듯
",318,0,4,
9,06.28,게임쪽 기업 레포트,관련 업계 관해서 레포트 쓴거 보면 회사가 준 기업자료들 + 예상 실적이랍시고 있는거 없는거 다 끌어다 포장해서 목표주가 만들어 놓은보면 진짜 연구원 맞나펄어비스 도깨비 영상 나온거 가지고 뜬금 메타버스 단어 써대면서 어쩌고 저쩌고 예상 매출 쉐도우 복싱해대는거 보고 어이 없었는데크래프톤 스트롱 바이 있길래 보니,"개미꼬시기라니까?겜사 실적은 코스피 상장 기준 엔씨말곤.. 
ㅋㅋㅋ 유진투자증권 엔씨소프트 리포트 제목보소 "" 무릎을 굽힌건 추진력을 얻기위함 "" ㅋㅋㅋ
게임쪽 애널이 제일 믿음이 안가지ㅋㅋ 걔네중에 겜 해본애들이 있을랑가 싶다
ㅇㅇ 게임쪽 만큼은 방구석 폐인들한테 물어보는게 나은듯
ㅑㅑ 7ㅕㅏㅛㅑㅑㅑ ㅕ7ㅕㅕㅑ7ㅑㅑ챠 ㅑㅑㅑㅑㅑㅑㅑㅑㅐㅑㅐㅑㅐㅑ ㅑㅑ ㅑㅑ ㅑㅕㅑ
",297,2,5,
