,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.15,나스닥 향후 10년간 최저점이다 이제 상승 시작,뭐든 빨리사라 친구들아 ㅋㅋㅋ,"나는 8000도 가능해보이는데
80000?
Sk : 진심 니 생각을 믿음?어 믿어 
ㅇㄷ
내가 보기엔 더 떨어짐
",473,0,5,
1,06.15,오늘발표후 시원하게 떡상할거같다,불확실성해소,"잘 모르네 ㅋㅋㅋ
떡상 후 떡락이야
현대가 현대에게
3시 떡상 후 3시반 떡락 예상
",408,2,4,
2,06.15,파월이랑 통화함,"서로 안부 주고받고 하다가 금리 어떻게 할건지 물어봤는데75는 생각 안하고 있다함. 이미 50하기로 한 상태에서 그 효과가 나온것도 아니고 물가발표땜에 75한다하면 연준이 선조치하는게 아니라 단순 따라가고있다는 것에 대한 불신임이 있을거라 하기에나도 동의한다 함.다만, 앞으로 상황을 계속 주시하겠다하며 살짝 귀뜸해준게 있는데 오늘은 롱치고 바로 빠지라고 함.이 얘기 듣고 빵터져가지고 알겠다고하고 통화 끝남.","
이래서 ktx랑 지하철이 요새 지연있나... 햇소리하지마 임마
그걸믿냐
나랑 얘기할땐 100 얘기하더니 딴 소리네 파월!헤이 드랍 더 비트
갭그지인가?
케텍스에서 맛밤이랑 빠나나우유 좀 싸게 팔면 안 되냐
병원에나 가봐라
개웃긴데 ㅋㅋㅋㅋㅋㅋ
한국말로 했지?
ㅋㅋㅋㅋㅋㅋ병원가봐...
",724,10,14,
3,06.15,0.5 예상한다,ㅇㅇ,"순환근무 어디어디 해봤어?
",99,0,1,
4,06.15,50~75임,반박 환영주가는 보합임,0,93,0,0,
5,06.15,내일 시원하게 한번더 밀려라,반등다운 반등좀 하게,0,57,0,0,
6,06.15,3배 레버리지로 시드 종이조각된 사람 있음?,100이 10된다는 얘기 자주들었는데진짜 그렇게 된 사람 있음?,"Soxl..
1배 지수추종도 머리 뜨거운데 ㅋㅋㅋ 티큐 이런거 탔으면 ㅋㅋㅋ
",294,0,2,
7,06.15,🇺🇸블라인드 주식갤러리 06월 15일 NASDAQ 본장 예측 🇺🇸,가보자고~!,0,310,1,0,
8,06.15,플삼 마오 진짜 괜히 나온 말이네,이번에 금리 얼마를 발표하던 오름그리고 다음에 또 떨굴듯ㅋㅋㅋ,"좌삼삼 우삼삼
이건 무기 강화할 떄 곸ㅋㅋ
금리는 얼마 올려도 불확실성제거로 올릴거 같은데 bj파월 입에서 연착륙 어려워졌다 말나오면 바로 님아 그 강을 건너지 마오 할듯.. 
ㅇㅇ금리보다 파월 발표 내용이 더 중요
얼마 올리냐가 중요한게 아니고파월이 먼이야기 하느냐가 중요불확실성 잔뜩 남겨 놓는 발언 하면 나락 가는거임 
이게맞지 몇프로든 일단 반등

",247,1,7,
9,06.15,조언좀 부탁드립니다,성격상 손절은 힘들거 같고 매달 100만원씩 물타 물타볼려고 하는데 세가지 종목 중 어디다 타는게 좋을까요? 조언 부탁드립니다ㅠ,"물탈려면 그 종목에 대한 믿음 같은게 있으면 타는게 나음
종목 나쁘지않은데, 그림 크게 보자 형
하아.. 물타다가 오늘 다 손절함 진짜..차트상으로도 말이 안보여서 
존버 네이버
네이버에서 왜 셀트리온이 보이지..
궁금한디  씨드작은데 마이너 65면..갖고잇는다? 손절한다? 
시드 작을수록 필요없는돈 아니야? 그런 그냥 존버해 있으나 마나한 돈이잖아 나 미장에 700만원 넣었는데 그냥 없는돈이라 침
sdi용
진짜 겁나 양호다..
네이버 195 스디 505 한미 12
웅 빚투에 신용투 ☺️
나도 대책없지 뭐..ㅠㅠ 일단 신용으로 산거만 좀 손절하고.. 마통 땡긴거까지는 생활비 아껴서 존버타야지
차라리 삼전을사서 배당까지받으면서 투자해봐요
잡주 안사요…
맙소사....
장좋을땐 sdi가 제일빠리오를듯
",695,0,25,
