,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count,looks_count
0,06.22,"삼프장, 프프장 믿어도 되는겨?",무순 장전에 -10 박고 시작..😫,"어제 시가기준이야
알아 어제 종가 기준으로 -10이야, 장전인데 보유자들은 -10으로 시작하는거
그냥 나선 보고 따라가는 것 뿐, 보통 이런 낮에 하락 하는건 아시아 쪽이 매도를 보는 것 이고, 오후 4시 조금 넘어서 유럽장 열때 추세가 바뀌거나 힘이 실리면 또 그 방향도 어느정도 맞음.오늘 영국 CPI 발표, 미국에선 모기지 쪽 발표가 있음. FOMC 연설도 있고, 소매판매지수도 나오고 
이런 지표들에 대해서 아시아 쪽 기관들은 부정적으로 본다는 뜻 이겠지
",674,0,4,
1,06.22,환율 1300 넘으면,급속도로 오를거 같은 느낌2주정도 1290 근처에서 머무르다슬금슬금 올라가네,"정부가 1300지키겠단 의지가 강하고외화 보유액도 상당해서제법 오래 버티기는 가능할듯 
1300에서 환율방어 할거 같음문제는 7월에 한은이 50bp올려야되는데 올릴지 의문 
75bp 올려야지…
이미 금리역전 밑밥 까는거보니역전되도록 두고외국인 자본 유출 되더라도현 달러 보유액으로 버티기 갈듯 
일본 꼴 보고도 그런 소리가 나오나... 달러 높아지면 원자재 수입 기반 제조업들은 다 개박살인데
",470,0,11,
2,06.22, 코스피 800 코스닥 300 보는 전문가 있던데,가능한 얘기야?,"미네르바의 재림이여? ㅎㅎ
800가면 서브프라임보다 심한 상황인데그 정도는 아니라고 본다 
ㅋㅋㅋㅋㅋㅋㅋ
우리나라에 전문가가 어디있어다 내 돈 빼서 가려는 사기꾼들이지 
그건 사기꾼 새끼임 ㅋㅋ
코스피 800이면 우리나라 망했을 듯
한반도 핵전쟁 발발하면 가능한 얘기야
핵쏘면 쌉가능
전문가 ㅋㅋㅋㅋ 증시/주식 전문가라는 새기들절대 안 믿음 
냥 존나 버티셈 ㅋㅋ 하루하루가 악몽이어도 끝은 온다
",724,1,18,
3,06.22,왜 오를땐 0.5~1% 오르다가,내릴때는 기본 5% 이상일까 요 시발 코스피 개같은년아????,"신의 뜻입니다
형차야?
사이드카란 의미인가?
정답
투심이 약해서 글치모
정부에서 금융시장 버리는 발언들 쏟아내는데 당연
인간은 똥이라고 똥 이히힛 오줌 발싸~~
여자들이 그렇지 뭐..
",441,5,9,
4,06.22,내가 산 종목에 고맙다,매일 -4% ~ -5% 씩 빠지다가 오늘 -2.5%밖에 안 빠지니까 졸라 고맙다..ㅅㅂ.....,"국장 진짜 욕나오네
",269,0,1,
5,06.22,누리호 우리  기술 맞는건가?,러시아 엔진 그대로 카피해서 만들었다던데일단은 한국도 위성은 이제 자유자제로만들,"최초 발명이라도 해야 인정해줄 거야?
카피도 능력있어야 하는거임
모든 시작은 모방으로부터 시작한다.이 형은 항상 최초로 발명해가면서 살아왔나바 ㄷㄷ 
??????
어쨋거나 사이 나빠지기 전에 다 뽑아먹어서 우리 입장에선 다행이다
우주항공기술은 러샤가 우리 많이 도와줌ㅋㅋ미국 ㅅㄲ들은 알려주지도 않음 
그래서 정치라는게 중요한거여..
당연히 카피부터 시작하는거지. 그럼 미국 러시아 영국 빼고 자체 기술로 처음부터 만든 나라가 있나???
파쿠리도 능력이 되야 해먹는거야
ㅋㅋㅋㅋ 모방은 창조의 어머니다
",606,3,12,
6,06.22,오늘도 하루 단타 매도 청산  끝,아직 소액이야,"잘하세
부럽다.....
1퍼수익에 매도를 걸어논거?
눈치
",572,1,4,
7,06.22,주거래 은행이랑 증권사 ,같은 그룹으로 쓰는게 좋은가요?kbnh 등등,"무슨 브이아이피 어쩌구 오는데 하등쓸모없더라
그냥 증권은 어플 이쁜거앙 편한거
수수료 / UI,UX 편한 것 / 나는 영웅문 S# 괜찮아 보이던데
토스는... 다 편하긴 편한데 수수료가 너무 비싸;;;;
",110,0,4,
8,06.22,버티지 말걸,이보다 더 떨어질까 싶어서 버티다하루에 몇백씩 떨어지는거 보고 가슴 멍울짐.이 돈이면 뭐할수 있는데소고기 몇백인분이다 등등 자동연산 될 때마다 속 상함.하아...,"하루 몇억도 있어용...힘내요
10억 쥐기도 전에 사라져본 적 있음 난 있음
기왕 버틴거 오래버텨봐 잡주만 아니면 다 회복함
진짜.. 이 돈으로 마누라 가방이라도 사줄걸 우리 아기 맛있는거 하나 좋은 곳 한번 더 데려가 줄걸 이런 생각에 눈물이 납니다
ㅡㅠ 일프로에서 삼프로, 삼프로에서 육프로.. 점점히 떨어질 때 접었어야 하는데 사람 심리가 갈수록 버티게 되더라구요
-5% 나면 그때부터 분할손절 들어가야됨존버가 좋긴한데 조정장때나 존버지 이렇게 대세하락장 오면 존버하면 지옥가니까ㅜ 
ㅜㅠ
",584,1,7,
9,06.22,대한민국 국민이라,행복해요사랑해요 국장,0,78,1,0,
10,06.22,내가 요즘 관심있는 티커,"방어력, 비트코인 하락비트코인 상승에 투자하면 BITO라는 티커도 있음","비트코인 지수추종 이해가 안가는게 … 그냥 비트코인을 사면 되는거 아닌가??
숏 포지션 + 청산 개념 X + 해외거래소 안통함. 이런 측면에서물론 상승을 보면 그냥 비트코인 사면 되는게 맞음 
schd 달달합니다~
ㅇㅇ.. 이건 적립식으로 가져가도 괜찮을 것 같아서, 상승에 비해 하락폭이 크진 않음. 계속 하락할 것 같기는 한데, 지켜보다가 주워나갈까 생각중..
xlre랑 8개월 전부터 줍고있는중 리츠가 없다고해서
아 뭔가 했는데 부동산 섹터 투자네. 요건 마이클 버리가 MBS 이야기 해서 부동산 섹터는 보고싶지 않음.. 어제 레나 어닝서프 나와서 올라가긴 한 것 같은데
",288,0,6,
11,06.22,진짜 공포는 개인들이 의존할 수 있는 투자 기법은 없구나라는 걸 느낄 때 찾아옴,ㅈㄱㄴ,"ㄹㅇ.. 아직까지는 돈버는 투자기법이 잘 적용되고있으니 공포는 멀었다
나보다 수익률 좋은 애들만 댓글 달아라
",289,1,2,
12,06.22,코로나에도 버티던 생건이ㅜㅜ,이렇게까지 빠질줄이야,"10년을 벌었네
10년을 잃은거지..
나는 안들고 있으니 상대적으로 시간을 번게 아닐까?!
더 내려야되
왜 떡락이야 콜라 잘 안 팔리니?
제로펩시가대세던데
콜라도 밀어내기로 매출 맞추고 있겠지?
중국발 리스크가 크게 옵니다얼렁 던지세요~ 
앨지생건 존나 더 빠져야됨지들 실적 안좋으니까 콜라값만 존나 올려ㅡㅡ 
중국 안오면 절대 못살아나
이번정부가 반중정책일건데 당연히 중국하고 연관된곳은 타격은 입겠지
",952,0,11,
13,06.22,???: 한국이 아시아 시장의 맹주다,https://www.cnbc.com/2022/06/22/asia-pacific-markets-wall-street-bank-of-japan-currencies-oil.html아 물론 나락행 맹주 ^^ 오랜만에 CNBC 메인 먹네,"다시 역행 중
역행이라뇨 중력을 따라 DTD하고 있을 뿐입니다만
",248,0,2,
14,06.22,뒤늦게 보는 지난달 수익률,몰루,"
",630,0,1,
15,06.22, 코스피 코스닥은 건희 누나가 맡아야 하는데,싸게 사서 비싸게 파는 거 전문이잖아,"형네 회사 압수수색
우리 회사는 전국에 점조직처럼 산발적으로 있어서 괜찮아 새회사잖아
지금 그러고 있대
그래서 전종목 바겐세일 하는구나!
전종목 주가조작!거래소 압수수색 
총알만있음...막사드리고 싶다ㅡ.ㅡ
행안부 소속 ㅊㅋ
형은 뭐가전문인데...난 돈삭제 전문
그래서 싸게 사려고 지금 내리나보지
",295,7,9,
16,06.22,나는 오늘도 운다,형들도?,"🤣

ㅋㅋㄱ ㅋ
",85,2,3,
17,06.22,20년 3월로 돌아가고싶당,"저때 처음 주식했은데 ,, 신세계였는데,,,,,,ㅎㅎ","그때를 경험해봤으면 지금은 껌
저때가저점임 어이구..
ㅋㅋㅋㅋㅋㅋㅋ 그때는 진짜 누구나 다 돈벌던 시기… 형은 얼마나 물려있음?
1450찍었을때구나...  그땐 덜오른 내 주식이 ㅂ ㅅ 이라고 생각할때니까.  고양이가 눌러도 벌었지
돌아가고 있음
그때로 돌아간다면.. 1억으로 1조도 벌수 있겟다 ㅜㅜ
",325,1,6,
